storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
897946fd-d0e4-4f7e-ba99-8e2e97aeb362,Cells,Bobby learns about cell splitting in science class.,In his textbook it shows the process with pictures.,He finds it amusing that it makes him think of a venn diagram.,When he tells his teacher this they work on a funny joke together.,The next week in class they show off a diagram of cells dividing.
f6e40a49-31f4-44e5-9ad5-a8e77c11f2c3,Creep,A young lady was walking across the street.,An old man driving a pick-up truck stopped.,He asked the girl for her name and whether she's single.,She didn't bother saying anything and tried to walk away.,She eventually had to run since the man wouldn't stop following her.
53f38d05-a85c-408b-8c7d-118c06310092,Tim,Tim wanted to go to school at the University of Louisville.,He wanted to be closer to his hometown.,He was able to get a scholarship.,He was a basketball manager.,It covered everything besides out of state.
112ac914-0773-4b6a-9e13-884c0e213e64,Newborn,The newborn cow was very cute.,She sidled up to her mother.,She began rooting around for a test.,"She was a miniature, so it wasn't easy.",She lapped up the milk healthily.
97395e25-1c61-437c-befb-ad642a36dcb5,The Sidewalk,Today I noticed a crack in my sidewalk.,I decided to try to fix it myself.,I bought all of the materials and got started on the project.,When I was working on the project it started to rain.,I decided to wait until tomorrow to finish the project.
9afdf988-4132-4eaf-946f-88d5f1ffb850,eBay,My sister in law contacted me yesterday.,She had an old hook and a 1963 license plate.,She asked me to see how they were selling for on eBay.,I checked and found each item was worth $5.,She was disappointed and decided not to sell them.
e1926152-c70c-4208-b2c9-fe0f4b1db811,Domus Aurea,Nero built a golden palace known as the Domus Aurea.,It had been written about for centuries.,Historians wondered why no sign of it had never been found.,Digging near the Colosseum in Rome led to tunnels.,The tunnels turned out to be the buried rooms of the Domus Aurea.
67fbcda3-e6e4-415b-9713-34e2f7f2a428,Waving Goodbye,Lucy's friend Lisa was going home.,Lisa's mom arrived and Lisa left.,Lucy waved goodbye as the car drove off.,She turned and realized it was just her and her grandparents now.,She instantly felt bored again.
b455074a-3f8a-4f98-8328-403098c13b09,Lunch,Gina left the lunchroom to return to the classroom.,She wanted to search Dave's desk for her pencils.,There was a teacher outside of the lunchroom.,So she decided to wait till she left.,When the teacher turned her back she ran up the stairs unseen.
149888b9-f1d3-461e-adae-398ef8f20472,The free seasonings.,Julia was at the grocery store.,She asked the man at the meat counter about some steak.,He helped her pick a great steak out.,Then he offered her some free seasonings.,She thanked him.
98c5cfbd-cfd0-4a37-9617-c0049e6a8953,Bottled Up,Kyle had a hobby of collecting bottles.,There was one significant find he'd yet to obtain.,A green glass bottle with the perfect width.,He unexpectedly found it online for sale.,Kyle could finally achieve his dream of a ship in a bottle.
e705c7f5-4418-4aa1-b0e6-d3e30a5cbb51,Mad boyfriend,Tom argued with Ana throughout the night since a random guy called her,"Tom had to drive her home however, it wasn't easy for him.",Ana spoke in a loud tone and was rude.,"Therefore, Tom stopped the car in the middle of the road.",He told Anna to get out.
31a1c1f0-2b6b-4305-822c-437c836b46dc,Tangled hair.,Molly had fallen asleep with her hair in a bun.,"Now, her hair was very tangled.",She tried to comb it but it wouldn't work.,She decided to rub some coconut oil in it.,"Then, she was able to comb the hair out."
88ef8e77-95af-4c07-a8e1-9e3557f32107,Caffeine,Joe was feeling tired and sad.,So he decided to drink some coffee.,He felt a lot more energetic.,And he was able to get lots of work done.,"But hours later, he was even more tired and sad."
0e51d1c8-f7dd-4aba-be1b-9694f9e0603a,The Research Paper,The deadline for Dave's research paper was approaching.,He was almost finished but was having trouble with the conclusion.,He went to his professor for some advice.,His professor advised him to just tell the truth.,Dave made the conclusion about his difficulty reaching a conclusion.
c6b83000-5d28-4637-9c06-c5fed55665c6,Alaska,Michael and his family live in Alaska.,They received an alert that a huge snowstorm was approaching.,Michael and his family began stocking up on food and supplies.,The snowstorm did severe damage to Michael's house.,Michael was happy because no one in his family got hurt.
9c541915-bfa0-4def-85f4-2270c338a8d9,The Suitcase,"After a long flight to Hawaii, I went to claim my baggage.",So many bags look alike these days so I watched closely.,Eventually there was one one bag last similar to mine but not mine.,That's how I found out someone else had mistakenly taken my bag.,"Ever since that day, I have put bright strips of duct tape on my bags!"
0d16b9d4-a9ba-4c23-8510-dd97c492cacd,Cartoon,Allen loved to watch cartoons.,He watched cartoons almost every day.,He watched so many cartoons that his eyes starting hurting.,Allen rushed to the doctors immediately.,The doctor told him that watching that much TV is damaging to the eyes.
4ba31783-9207-4bb6-af6a-0c4785132357,GED,Bill needed his GED.,He went to classes to prepare him.,Then he took the practice test.,"He passed, so he took the real thing.",Bill passed and was awarded his GED!
a88ba3cc-20f3-4d5d-9558-b90b22331f04,Air Traffic Controller,My grandpa was an air traffic controller before he retired.,Today he told me it is a great job and that I should do it.,He said the salary was great and you get a lot of time off.,Plus you are forced to retire at an early age and with full benefits.,He sold me on it and I just applied to become one.
449a5266-2e05-4c93-bc23-9e57c5a796fd,Traffic Jam,"Allston, MA is totally congested on September 1st.",Leases end then and thousands of students move in and out.,My son's friend lives in Allston but works downtown.,"The traffic was very bad, delaying his commute.",He was not happy.
6199adac-f32e-4d8f-b799-cad20243a442,Gifts,Brett wanted to buy a gift for his friend.,His friend's birthday was next week.,Brett thought about what his friend would like.,He bought his friend concert tickets.,"His friend had a great time at the concert, and loved the gift."
9f698e7f-7d23-4b2a-b216-e189e3d02744,Fishing,Rae went fishing with her dad.,They fished all day!,They ended up catching a dozen fish.,Rae brought them home and her mom cooked them.,"The family had a big, fresh dinner."
3a1f2c3a-62d4-4c7e-9a21-e55d46e48c52,Painting Accident,Chad was painting in his room.,He accidentally spilled paint everywhere.,The paint got on his floors and walls.,Chad cleaned up the paint as best as he could.,He had to repaint his walls afterwards back to the original color.
2a6bda6a-c37d-47ee-aa51-17390723874a,Crazy Cat,We found a kitten sitting beside the dumpster.,"It was pouring rain, cold, and the kitten looked miserable.",We took the kitten home and dried and fed it.,"We could not decide what to name the cat, but it soon became apparent.","It's actions were comical, and we called it Crazy Cat."
8fa25d1f-58da-491e-8d84-7ab9ca97b512,Meteor Shower,Tom really loved astronomy.,He asked a girl out on a date to watch the stars.,Tom new there was a meteor shower scheduled.,They both marveled at the night sky while talking for hours.,It was Tom's favorite date.
2d6b7cea-66ea-4122-ac87-04e11b49bc0b,New Internet,After nearly a year with our internet provider we decided to switch.,"My family wasn't sure which one to change to, so I researched it.",I found a really good internet provider with cheap prices!,We called them the next day and set up an appointment.,After everything was set up we were very excited about the provider.
0d1a84f3-9468-4a30-a5e7-ec1bac702590,Detention,Hannah skipped her history class two days in a row.,"Because of this, the teacher gave her a note.",The note explained that she had to go to detention.,Hannah showed up for the detention and did her homework.,"Afterwords, she was glad to be done with it."
a10a5c88-d242-40bc-869a-d6733c95a15b,Let Her Go,Dan realized he never should have let her go.,He called her to tell her he was wrong.,She wouldn't take any of Dan's calls.,Dan's broken heart knew no solace.,He threw himself off a bridge and died when he hit the water.
87e77a85-58ea-4aee-9101-e479ac555afd,Reaching a goal,Bridgett had been working hard to get an A in Chemistry.,She stayed late for class once a week for tutoring.,She also studied several nights a week on her own.,She became very knowledgeable about Chemistry.,Bridgett got the highest grade in the class.
edd4b4c9-a13c-48f9-8b78-dcc906f719f3,Suspended,Dan was in a fight in his classroom with another boy.,His teacher dragged both boys to the principal's office.,As Dan waited outside the office his mom arrived.,In the office And sat quietly while being scolded.,Dan was suspended from school for 2 days.
dee8ffc3-85c4-42b1-b613-dc7bb9e53764,Got the memo,Paul listened to the phone to hear what was the message.,The voice said that he was the forest fire station operator.,The operator said that he needed Paul to come in and fight the fire.,Paul agreed and put down the phone.,He grabbed his keys and went out the door.
fddd55e7-4275-472c-8743-c0f983580aed,Lucky Call,My family arrived at a buffet for mother's day.,The place was crowded.,The hostess said they will call us when it is our turn.,"However, couple minutes later she called us.",This was strange because there was people waiting longer than us.
637ce6ce-b070-4b7a-908b-278f22afecd8,Ankle sprain,Kate is very clumsy by nature.,She tends to walk slowly in hopes that she won't do something painful.,"Last weekend, she was in a hurry and stepped right off a curb.",She twisted her ankle.,She had to ice it and keep her foot up for a few days.
e890afac-37da-425f-9890-5b1f2b6856a9,The Bad Movie,I was sitting in the movie theater.,I was watching the worst movie of all time.,I didn't want to walk out and waste my money.,I decided to write a scathing online review.,I got paid lots of money when the review went viral.
9bef7bc1-eea7-458e-92a8-dcb0ffbafae9,The Sail Boat,Terrence purchased a sailboat recently.,He fixed it up and got it ready to go on the water.,They day finally arrived when he could set sail.,He was so excited.,The boat sailed wonderfully and he was very proud.
d46bec87-9177-48fc-ae3e-43bbfbb12d26,Boat Trip,Mark and his family were on a vacation cruise.,What Mark loved more than the sea was seafood.,"While his family relaxed, Mark hit the shrimp bar.",Mark ate so much shrimp he felt sick.,Mark was still happy even as his wife scolded him.
